,title,description,datetime,category,agency
85,قیمت سکه ریخت؛ سکه امامی ۹۰ هزار تومان ارزان‌ شد | جدول قیمت طلا و سکه امروز دوم آبان ۱۴۰۱,قیمت هر قطعه سکه تمام‌ بهار آزادی طرح جدید (امامی) به ۱۴ میلیون و ۸۵۰ هزار تومان رسید.,2022-10-24 14:26:25,اخبار طلا و سکه,همشهری آنلاین
86,ریزش طلا تا 1600 دلار؛ حتمی یا محتمل؟,با بازگشت دلار آمریکا به جریان تقاضا، طلا امروز به نزدیکی منطقه 1670 دلاری رسید؛ البته از نگاه تحلیلگران کاهش بیشتر و تحقق رقم 1600 دلار، امکان‌پذیر است.,2022-10-24 13:43:59,اخبار طلا و سکه,اخبار ویژه
87,نرخ ارز، دلار، سکه، طلا و یورو دو آبان ۱۴۰۱,دلار امروز دوم آبان در صرافی ملی ۲۸ هزار و ۹۴۵ تومان فروخته می‌شود. قیمت طلا ۱۸ عیار یک میلیون و ۳۴۲ هزار به ثبت رسید,2022-10-24 12:11:30,اخبار طلا و سکه,فرارو
88,طلای جهانی کاهشی شد,قیمت طلا در بازار جهانی با ۰.۰۱ درصد کاهش به ۱۶۵۷ دلار و ۵۸ سنت رسید.,2022-10-24 11:31:56,اخبار طلا و سکه,اقتصاد 24
89,برای سرمایه گذاری طلا بهتر است یا بیت کوین؟/ قیمت کلیه ارز‌های دیجیتال امروز ۲ آبان ۱۴۰۱,دوج کوین با کاهش ۰.۵۱ درصدی با نرخ ۱۹،۸۰۰ ریال در بازار داخلی ارز‌های دیجیتال داد و ستد گردید.,2022-10-24 11:12:01,اخبار طلا و سکه,نبض بازار
90,سایه بازار مسکن، بر طلا سنگین شد,مطابق با بررسی تحلیلگران، به دنبال انتشار گزارش ساخت و ساز مسکن که با 8.1 درصد کاهش همراه بود، طلا در رقم 1650 دلاری معامله شد و به پائین‌ترین سطح رسید.,2022-10-24 11:01:59,اخبار طلا و سکه,اخبار ویژه
91,کوچ بازیگران ارزی به بازار سکه/نوسان محدود در بازار سکه امامی,تحلیلگران معتقدند سایه سنگین بازارساز بر روی قیمت دلار موجب شده سکه با افزایش تقاضا و حباب روبرو شود.,2022-10-24 10:51:59,اخبار طلا و سکه,نبض بازار
92,اتفاق جدید برای بازار سکه/ پیش بینی قیمت سکه امروز 2 آبان 1401,فشار تقاضا در بازار سکه بیشتر شده است، خصوصا اینکه این فلز گران بها در ماه مهر زیر کانال ۱۴ میلیون تومانی نوسان نکرد و در برخی اوقات حتی توانست تا سطح ۱۵ میلیون و ۵۰۰ هزار تومان افزایش پیدا کند.,2022-10-24 10:41:40,اخبار طلا و سکه,اقتصاد نیوز
93,حباب انواع سکه در معاملات امروز ۲ آبان ۱۴۰۱ + جدول,در جدول زیر وضعیت حباب انواع سکه (امامی، بهار آزادی، نیم‌سکه، ربع‌سکه و سکه گرمی) در معاملات امروز بازار سکه گردآوری شده است.,2022-10-24 10:31:37,اخبار طلا و سکه,نبض بازار
94,طلا هنوز در محدوده خطر است,تحلیلگران عقیده دارند طلا هنوز از محدوده‌ خطر خارج نشده‌است و تحولات آن بستگی به اطلاعات و تصمیمات فدرال‌رزرو آمریکا در اجلاس آینده‌ در مورد ادامه روند افزایش نرخ بهره دارد.,2022-10-24 10:26:04,اخبار طلا و سکه,سایت طلا
95,قیمت جهانی فلزات گرانبها در معاملات امروز ۲ آبان ۱۴۰۱,قیمت هر انس طلا با کاهش ۰.۱۳ درصدی، برابر ۱،۶۵۵.۵۹ دلار در معاملات بازار فلزات گرانبها معاله شد.,2022-10-24 10:16:13,اخبار طلا و سکه,نبض بازار
96,ایران با کسب چهار مدال طلا و یک مدال نقره نایب‌قهرمان شد,تیم کشتی آزاد امید ایران در مسابقات جهانی با کسب ۴ مدال طلا و یک مدال نقره عنوان نایب‌قهرمانی این رقابت‌ها را از آن خود کرد.,2022-10-24 10:01:58,اخبار طلا و سکه,ایران اکونومیست
97,طلای جهانی ناامید از دلار در جا زد!,قیمت طلا امروز(دوشنبه، ۲۴ اکتبر) ثابت بود و در جلسه قبل ۱.۸ درصد افزایش یافت زیرا به اتخاذ سیاست تهاجمی کمتر فدرال رزرو در اواخر سال برای مقابله با فشار ناشی از افزایش ارزش دلار امیدوار بود.,2022-10-24 09:26:10,اخبار طلا و سکه,اخبار بانک
98,قیمت جهانی طلا امروز/ اونس طلا افت کرد,قیمت هر اونس طلا امروز با ۰.۰۱ درصد کاهش به ۱۶۵۷ دلار و ۵۸ سنت رسید.,2022-10-24 09:26:08,اخبار طلا و سکه,اقتصاد نیوز
99,عقب گرد قیمت طلا در بازارهای جهانی,قیمت طلا امروز(دوشنبه، ۲۴ اکتبر) ثابت بود و در جلسه قبل ۱.۸ درصد افزایش یافت زیرا به اتخاذ سیاست تهاجمی کمتر فدرال رزرو در اواخر سال برای مقابله با فشار ناشی از افزایش ارزش دلار امیدوار بود.,2022-10-24 08:46:01,اخبار طلا و سکه,اقتصاد آنلاین
100,هفت خوان بازار دلار /خنجر بر پشت بورس /معامله گران طلا ناامید شدند,فریز قیمت دلار تهران فقط در نرخ دلار آزاد محصور نمانده و نرخ دلار در سایر بازارهای موازی مورد بررسی نیز ثابت مانده است. تنها بازاری که روز قبل نوسان قیمتی را تجربه کرد نرخ دلاری درهم بود که با کاهش قیمت نسبت به روز پنجشنبه در مرز ۳۳ هزار تومان قرار گرفت.,2022-10-24 07:51:15,اخبار طلا و سکه,اقتصاد نیوز
101,نیوکاسل شاگردان کونته را نقره داغ کرد,هفته سیزدهم لیگ برتر فوتبال انگلیس در حالی در ورزشگاه خانگی تاتنهام برگزار شد که با نتیجه ۲ بر یک مقابل نیوکاسل تن به شکست دادند.,2022-10-23 23:11:28,اخبار طلا و سکه,ایران اکونومیست
102,بهترین شارژرهای آیفون در دیجی کالا,,2022-10-23 22:46:20,اخبار طلا و سکه,دیجی کالا مگ
103,رده بندی انفرادی و تیمی کشتی آزاد امیدهای جهان,تیم ایران با کسب ۴ مدال طلا و یک مدال نقره بعنوان نایب قهرمانی رقابت های کشتی آزاد زیر ۲۳ سال (امید) در اسپانیا دست یافت.,2022-10-23 22:41:36,اخبار طلا و سکه,ایران اکونومیست
104,تیم کشتی آزاد امید ایران نائب قهرمان جهان شد,تیم کشتی زیر ۲۳ سال ایران با کسب ۴ طلا و یک نقره و ۱۳۴ امتیاز، پس از گرجستان نایب قهرمان رقابت‌های جهانی اسپانیا شد.,2022-10-23 22:41:32,اخبار طلا و سکه,ایران اکونومیست
105,کاربرد نقره زرد در صنعت جواهرسازی,جواهرات نقره زرد می توانند جایگزین مناسبی برای جواهرات طلا باشند زیرا بسیار شبیه به هم هستند. نقره یک فلز ضد حساسیت محسوب می شود و هنوز بسیار ارزان تر از طلا است.,2022-10-23 21:16:26,اخبار طلا و سکه,تابناک
106,گزارش بازار‌ها امروز ۱ آبان ۱۴۰۱ | طلا بخریم یا گواهی سپرده طلا ؟,به صورت روزانه نبض بورس وضعیت بازار‌های موازی بورس (بیت کوین، سکه، طلا و دلار) را بررسی خواهد کرد و ضمن مرور روند هفتگی این بازار‌ها به بررسی گزارش وضعیت قیمت و اخبار مهم بازار در همان روز خواهد پرداخت. بازار‌ها در روز جاری ۱ آبان ۱۴۰۱ چگونه بود؟,2022-10-23 20:51:29,اخبار طلا و سکه,نبض بورس
107,قیمت طلا امروز اول آبان ماه در بازار (مثقال ۱۸ عیار، طلا گرم ۱۸ عیار),قیمت طلا برای امروز ۱ آبان ۱۴۰۱ اعلام شد، قیمت طلای ۱۸ عیار به ۱ میلیون و ۳۳۸ هزار ۹۲۹ تومان رسید.,2022-10-23 19:46:09,اخبار طلا و سکه,اقتصاد آنلاین
108,قیمت دلار امروز ۱ آبان ماه ۱۴۰۱ / دلار دومین ماه پاییز را چطور شروع کرد؟,قیمت دلار برای تاریخ ۱ آبان ماه ۱۴۰۱ اعلام شد. قیمت خرید دلار در صرافی ملی ۲۸۶۵۶ تومان است.,2022-10-23 19:16:14,اخبار طلا و سکه,اقتصاد آنلاین
109,خواص سنگ فیروزه جواهر برای درمان جسم و روح,امروزه از سنگ فیروزه برای درمان بیماریهای چشمی استفاده می کنند، این سنگ علاوه بر خاصیت درمانی که دارد به عنوان سنگ زینتی نیز مورد استفاده قرار می گیرد.,2022-10-23 18:16:29,اخبار طلا و سکه,تابناک
110,قیمت پوند امروز ۱ آبان ماه ۱۴۰۱,نرخ و قیمت پوند انگلیس در صرافی های رسمی برای تاریخ ۱ آبان ماه ۱۴۰۱ اعلام شد. قیمت خرید پوند انگلیس در صرافی رسمی ۳۵۳۵۷ تومان است.,2022-10-23 18:16:24,اخبار طلا و سکه,اقتصاد آنلاین
111,تویوتا RAV4 GR اسپرت ۲۰۲۳ با سیستم تعلیق جدید معرفی شد,,2022-10-23 17:51:22,اخبار طلا و سکه,دیجی کالا مگ
112,۱۲ فیلم‌ تماشایی که زمستان ۲۰۲۲ نباید از دست بدهید,,2022-10-23 15:51:38,اخبار طلا و سکه,دیجی کالا مگ
113,کاهش قیمت ها در بازار طلا و سکه | سکه امامی ۸۰ هزار تومان ارزان شد | جدول قیمت طلا و سکه امروز یکم آبان ۱۴۰۱,قیمت هر قطعه سکه تمام‌ بهار آزادی طرح جدید (امامی) به ۱۴میلیون و ۸۹۳ هزار تومان رسید.,2022-10-23 15:46:23,اخبار طلا و سکه,همشهری آنلاین
114,همسر گالادریل در سریال «ارباب حلقه‌ها: حلقه‌های قدرت» کیست و تا به حال کجا بوده؟,,2022-10-23 14:56:19,اخبار طلا و سکه,دیجی کالا مگ
